Tên dược liệu,Link ảnh
Rong mơ,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/rong-mo-360x360.jpg
Riềng nếp,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/rieng-nep-duoc-lieu-tue-linh2.jpg
Rết,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/con-ret-360x299.jpg
Rễ gió,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/re-gio-duoc-lieu-tue-linh2.jpg
Râu ngô,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/rau-ngo-duoc-lieu-tue-linh.jpg
Râu mèo,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/orthosiphon-spiralis-1-360x321.jpg
Thạch tín,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/thach-tin-duoc-lieu-tue-linh1.jpg
Thạch sùng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/thach-sung-duoc-lieu-tue-linh.jpg
Thạch cao,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/thach-cao-duoc-lieu-tue-linh2.jpg
Thạch,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/thach-duoc-lieu-tue-linh.jpg
Tề thái,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/te-thai-duoc-lieu-tue-linh.jpg
Tế tân,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/te-tan-duoc-lieu-tue-linh1.jpg
Tê giác,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/te-giac-duoc-lieu-tue-linh.jpg
Cây Tầm Xuân,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/cay-tam-xuan-duoc-lieu-tue-linh1.jpg
Cây tầm sét,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/cay-tam-set-duoc-lieu-tue-linh2.jpg
Tầm phỏng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/tam-phong-duoc-lieu-tue-linh.jpg
Tầm gửi gạo,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/tam-gui-gao-duoc-lieu-tue-linh.jpg
Tầm bóp,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/tam-bop-duoc-lieu-tue-linh1.jpg
Tắc kè,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/tac-ke-duoc-lieu-tue-linh.jpg
Táo rừng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/tao-rung-duoc-lieu-tue-linh1.jpg
Táo ta,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/tao-ta-duoc-lieu-tue-linh2.jpg
Tam thất nam,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/tam-that-nam-3-287x360.jpg
Tam thất,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/tam-that-duoc-lieu-tue-linh-360x360.jpg
Tàm sa,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/tam-sa-duoc-lieu-tue-linh.jpg
Tai tượng đỏ,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/tai-tuong-do-duoc-lieu-tue-linh1.jpg
Cây tai chuột,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/cay-tai-chuot-duoc-lieu-tue-linh.jpg
Sừng dê,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/sung-de-duoc-lieu-tue-linh.jpg
Sung,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/sung-duoc-lieu-tue-linh1.jpg
Sui,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/sui-duoc-lieu-tue-linh.jpg
Sơn tra,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/son-tra-4-360x345.png
Ráy gai,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/ray-gai-duoc-lieu-tue-linh1.jpg
Ráy,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/ray-duoc-lieu-tue-linh.jpg
Sơn,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/son-duoc-lieu-tue-linh1.jpg
Cây Sở (Trà mai),https://tracuuduoclieu.vn/wp-content/uploads/2018/04/so-tra-mai-duoc-lieu-tue-linh.jpg
Rau sam,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/rau-sam-duoc-lieu-tue-linh2.jpg
Rau răm,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/rau-ram-duoc-lieu-tue-linh.jpg
Lưỡi rắn,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/hedyotis-corymbosa-luoi-ran-tue-linh-360x360.jpg
Rau ngót,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/rau-ngot-duoc-lieu-tue-linh.jpg
Rau muống,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/rau-muong-duoc-lieu-tue-linh2.jpg
Ngải diệp,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/ngai-cuu-vt-360x341.jpg
Ngải dại,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/ngai-dai-duoc-lieu-tue-linh1.jpg
Ngải chân vịt,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/ngai-chan-vit-duoc-lieu-tue-linh.jpg
Ngái,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/ngai-duoc-lieu-tue-linh2.jpg
Rau má nước,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/rau-ma-nuoc-duoc-lieu-tue-linh.jpg
Rau mác,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/rau-mac-duoc-lieu-tue-linh.jpg
Nấm hương,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/nam-huong-duoc-lieu-tue-linh1.jpg
Rau má núi,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/rau-ma-nui-duoc-lieu-tue-linh.jpg
Long cốt,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/long-cot-duoc-lieu-tue-linh2.jpg
Rau má ngọ,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/rau-ma-ngo-duoc-lieu-tue-linh2.jpg
Rau má mỡ,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/rau-ma-mo-duoc-lieu-tue-linh2.jpg
Rau má lông,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/rau-ma-long-duoc-lieu-tue-linh.jpg
Rau má lá to,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/rau-ma-la-to-duoc-lieu-tue-linh2.jpg
Rau má lá rau muống,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/rau-ma-la-rau-muong-duoc-lieu-tue-linh1.jpg
Rau má,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/rau-ma-duoc-lieu-tue-linh.jpg
Rau khúc nếp,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/rau-khuc-nep-duoc-lieu-tue-linh.jpg
Rau đắng đất,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/glinus-oppositifolius-l-a-dc_-rau-dang-dat-360x360.jpg
Rau đắng biển,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/rau-dang-bien-duoc-lieu-tue-linh.jpg
Rau đắng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/rau-dang-duoc-lieu-tue-linh.jpg
Rau Dừa nước,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/dua-nuoc-duoc-lieu-tue-linh.jpg
Rau diếp,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/rau-diep-duoc-lieu-tue-linh.jpg
Rau dệu,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/rau-deu-duoc-lieu-tue-linh2.jpg
Rau câu,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/rau-cau-duoc-lieu-tue-linh1.jpg
Rau cần trôi,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/rau-can-troi-duoc-lieu-tue-linh1.jpg
Rau cần tây,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/rau-can-tay-duoc-lieu-tue-linh2.jpg
Rau cần ta,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/rau-can-ta-duoc-lieu-tue-linh.jpg
Rau bợ nước,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/rau-bo-nuoc-duoc-lieu-tue-linh1.jpg
Nắp ấm,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/nap-am-duoc-lieu-tue-linh.jpg
Nàng nàng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/nang-nang-duoc-lieu-tue-linh.jpg
Ráng trắc,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/rang-trac-duoc-lieu-tue-linh1.jpg
Ráng bay,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/rang-bay-duoc-lieu-tue-linh.jpg
Rái cá,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/rai-ca-duoc-lieu-tue-linh.jpg
Náng hoa trắng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/nang-hoa-trang-duoc-lieu-tue-linh.jpg
Na rừng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/na-rung-duoc-lieu-tue-linh.jpg
Na,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/na-duoc-lieu-tue-linh.jpg
Mướp tây,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/dau-bap-360x331.jpg
Mướp sát,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/muop-sat-360x360.jpg
Mướp khía,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/muop-khia-duoc-lieu-tue-linh1.jpg
Mướp đắng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/muop-dang-duoc-lieu-tue-linh.jpg
Cây mướp,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/cay-muop-duoc-lieu-tue-linh2.jpg
Mức hoa trắng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/muc-hoa-trang-duoc-lieu-tue-linh.jpg
Muồng truổng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/zanthoxylum-avicennae-lam-dc-muong-truong-1-360x360.jpg
Muồng trâu,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/muong-trau-duoc-lieu-tue-linh2.jpg
Muồng một lá,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/muong-mot-la-duoc-lieu-tue-linh1.jpg
Muồng hôi,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/muong-hoi-duoc-lieu-tue-linh1.jpg
Muống biển,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/muong-bien-duoc-lieu-tue-linh1.jpg
Muối ăn,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/muoi-an-duoc-lieu-tue-linh2.jpg
Mùi tây,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/mui-tay-duoc-lieu-tue-linh1.jpg
Quýt trần bì,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/quyt-tran-bi-duoc-lieu-tue-linh.jpg
Quýt,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/quyt-duoc-lieu-tue-linh1.jpg
Quỳnh,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/quynh-duoc-lieu-tue-linh1.jpg
Quyển bá,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/quyen-ba-duoc-lieu-tue-linh1.jpg
Quy,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/quy-duoc-lieu-tue-linh.jpg
Quế thanh hóa,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/que-thanh-hoa-duoc-lieu-tue-linh1.jpg
Quế rừng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/que-rung-duoc-lieu-tue-linh2.jpg
Quế quan,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/que-quan-duoc-lieu-tue-linh1.jpg
Quế,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/que-duoc-lieu-tue-linh.jpg
Quất,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/quat-duoc-lieu-tue-linh1.jpg
Quao nước,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/quao-nuoc-duoc-lieu-tue-linh2.jpg
Quán chúng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/quan-chung-duoc-lieu-tue-linh.jpg
Ớt,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/t-duoc-lieu-tue-linh1.jpg
Quả nổ,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/qua-no-duoc-lieu-tue-linh.jpg
Quả mắc nưa,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/qua-mac-nua-duoc-lieu-tue-linh2.jpg
Qua lâu,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/qua-lau-duoc-lieu-tue-linh2.jpg
Quạ đen,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/qua-den-duoc-lieu-tue-linh-360x360.jpg
Chiêu liêu nghệ,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/preah-phneou-duoc-lieu-tue-linh2.jpg
Phượng nhỡn thảo,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/phuong-nhon-thao-duoc-lieu-tue-linh.jpg
Phục long can,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/phuc-long-can-duoc-lieu-tue-linh1.jpg
Phục linh,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/poria-cocos-phuc-linh-360x360.jpg
Phù dung,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/phu-dung-duoc-lieu-tue-linh1-1.jpg
Phòng phong,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/phong-phong1.jpg
Phòng kỷ,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/phong_ki-360x329.jpg
Phèn đen,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/phyllanthus-reticulatus-poir1-phen-den-360x360.jpg
Phèn chua,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/phen-chua1.jpg
Phân người,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/phan-nguoi.jpg
Phan tả diệp,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/phan-ta-diep1.jpg
Phá cố chỉ,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/cullen-corylifolium-2-360x336.jpg
Ớt ruộng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/t-ruong.jpg
Ớt làn lá to,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/kibatalia-macrophylla-ot-lan-la-to1-1-360x360.jpg
Ớt làn lá nhỏ,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/t-lan-la-nho2.jpg
Cây Ổi (Guava),https://tracuuduoclieu.vn/wp-content/uploads/2018/04/i1.jpg
Ốc sên,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/c-sen1.jpg
Ô rô,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/i-ke1.jpg
Ô môi,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/moi1.jpg
Ô Đầu và Phụ Tử,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/dau-va-phu-tu3.jpg
Ô dược,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/duoc1.jpg
Ong mật,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/ong-mat1.jpg
Ong đen,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/ong-den1.jpg
Mùi tàu,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/mui-tau1.jpg
Mua thấp,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/mua-thap1.jpg
Mua tép,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/mua-tep1.jpg
Mua đỏ,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/mua-do1.jpg
Mua,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/mua1.jpg
Mù u,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/mu-u1.jpg
Mơ lông,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/mo-long1.jpg
Quả mơ,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/mo2.jpg
Một lá,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/mot-la1.jpg
Mồng tơi,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/mong-toi-1.jpg
Mộc tặc,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/moc-tac.jpg
Mộc thông,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/moc-thong1.jpg
Mộc qua,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/moc-qua1.jpg
Nấm mộc nhĩ,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/nam-moc-nhi1.jpg
Mộc hoa trắng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/moc-hoa-trang1.jpg
Mọt,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/mot1.jpg
Móng rồng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/mong-rong1.jpg
Óc chó,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/c-cho1.jpg
Nước tiểu,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/nuoc-tieu.jpg
Nước bọt,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/nuoc-bot1.jpg
Núc nác,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/nuc-nac-360x299.jpg
Nụ áo tím,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/nu-ao-tim1.jpg
Nọc ong,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/noc-ong3.jpg
Niệt gió,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/niet-gio.jpg
Niễng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/nieng3.jpg
Nhục đậu khấu,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/nhuc-dau-khau2.jpg
Nhũ hương,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/nhu-huong1.jpg
Nhội,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/nhoi3.jpg
Nhót tây,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/nhot-tay-360x326.jpg
Nhót,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/nhot1.jpg
Nhó đông,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/nho-dong2.jpg
Nho,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/nho1.jpg
Nhím,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/nhim1.jpg
Nhện,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/nhen1.jpg
Nhân trung bạch,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/nhan-trung-bach3.jpg
Nhân trần,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/nhan-tran3.jpg
Móng lưng rồng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/mong-lung-rong1.jpg
Móc mèo núi,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/moc-meo-nui1.jpg
Mỏ quạ,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/mo-qua2.jpg
Mò mâm xôi,https://tracuuduoclieu.vn/wp-content/uploads/2021/03/mo-mam-xoi-360x360.png
Miết giáp,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/miet-giap1.jpg
Mía dò,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/mia-do1.jpg
Mía,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/mia1.jpg
Mèo,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/meo1.jpg
Mè tré,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/me-tre1-360x360.jpg
Găng tây,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/gang-tay1.jpg
Me rừng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/me-rung1.jpg
Mè lai,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/me-lai1.jpg
Mè đất,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/me-dat1.jpg
Me,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/me3.jpg
Mây vọt,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/may-vot1.jpg
Mẫu lệ,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/mau-le3.jpg
Mẫu đơn bì,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/mau-don-bi1.jpg
Mật Ong,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/mat-ong1.jpg
Bách bệnh,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/bach20benh-360x348.jpg
Mật mông hoa,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/mat-mong-hoa1.jpg
Sâm ngọc linh,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/nhan-sam-1.jpg
Nhân sâm,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/nhan3.jpg
Mật gấu,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/mat-gau1.jpg
Nhau sản phụ,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/nhau-san-phu1.jpg
Nhàu nước,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/nhau-nuoc1.jpg
Mật động vật – đởm,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/mat_dong_vat-360x322.jpg
Mật đà tăng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/mat-da-tang2.jpg
Nhàu,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/nhau1.jpg
Nhãn hương,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/nhan-huong1.jpg
Nhãn,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/nhan1-1.jpg
Mận rừng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/man-rung.jpg
Nhái,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/nhai1.jpg
Mận,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/man1.jpg
Ngưu tất,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/nguu-tat1.jpg
Ngưu hoàng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/nguu-hoang1.jpg
Mặt quỷ,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/mat-quy-360x360.jpg
Ngưu bàng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/nguu-bang1.jpg
Ngựa,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/ngua1.jpg
Măng tây,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/mang-tay1.jpg
Nguyệt quý,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/nguyet-quy3.jpg
Măng cụt,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/mang-cut1.jpg
Mắm trắng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/mam-trang-360x262.png
Mắm,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/mam1.jpg
Ngũ trảo,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/ngu-trao1.jpg
Cây ngũ trảo,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/ngu-chao-3-360x334.png
Mạy chỉ chăm,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/may-chi-cham1.jpg
Ngũ gia bì hương,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/ngu-gia-bi-huong-2-360x360.jpg
Ngũ linh chi,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/ngu-linh-chi1.jpg
Máu chó,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/mau-cho1.jpg
Ngũ gia bì gai,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/ngu-gia-bi-gai-2-360x360.jpg
Cây mào gà trắng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/mao-ga-trang1.jpg
Mào gà đỏ,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/mao-ga-do1.jpg
Mang tiêu,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/mang-tieu1.jpg
Màng tang,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/mang-tang1.jpg
Mãng cầu xiêm,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/mang-cau-xiem2.jpg
Màn màn vàng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/man-man-vang1.jpg
Ngô thù du,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/ngo-thu-du1.jpg
Ngô đồng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/ngo-dong-1-1-360x360.jpg
Ngô,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/ngo2.jpg
Ngọt nghẹo,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/ngot-ngheo1.jpg
Ngoi,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/ngoi1.jpg
Ngọc trúc,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/ngoc-truc1.jpg
Ngọc lan tây,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/ngoc-lan-tay1.jpg
Ngọc lan ta,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/ngoc-lan-ta1.jpg
Nghệ vàng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/nghe-vang2.jpg
Mai mực,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/mai-muc1.jpg
Nghệ trắng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/nghe-trang1.jpg
Màn kinh tử,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/man-kinh-tu1.jpg
Nghể trắng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/nghe-trang1-1.jpg
Màn màn hoa trắng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/man-man-haoa-trang1.jpg
Nga truật,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/nga-truat1.jpg
Nghể bông,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/nghe-bong1.jpg
Mạch Nha,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/machj-nha1.jpg
Mạch môn đông,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/mach-mon-dong1.jpg
Nghệ,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/nghe1.jpg
Tam giác mạch (Mạch ba góc),https://tracuuduoclieu.vn/wp-content/uploads/2018/04/mach-ba-goc1.jpg
Ngấy tía,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/ngay-tia1.jpg
Mã tiền,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/ma-tien1.jpg
Mã thầy,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/ma-thay1.jpg
Mạ mân,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/ma-man1.jpg
Ngâu,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/ngau1.jpg
Ma hoàng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/ma-hoang1.jpg
Ngải máu,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/ngai-mau1.jpg
Mã đề nước,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/ma-de-nuoc3.jpg
Dành dành,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/danh-danh1.jpg
Dái dê tím,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/dai-de-tim3.jpg
Mã đề,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/ma-de1.jpg
Lựu,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/luu1.jpg
Lươn,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/luon1.jpg
Lười ươi,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/luoi-uoi1.jpg
Lưu kí nô,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/luu-ki-no.jpg
Lục phàn,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/luc-phan1.jpg
Da voi,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/da-voi1.jpg
Dạ minh sa,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/da-minh-sa1.jpg
Cúc vạn thọ,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/cuc-van-tho1.jpg
