Tên dược liệu,Link ảnh
Cúc trừ sâu,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/cuc-tru-sau1.jpg
Cúc tím,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/cuc-tim1.jpg
Cúc tần,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/cuc-tan1.jpg
Cúc mốc,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/cuc-moc1.jpg
Cúc liên chi dại,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/cuc-lien-chi1.jpg
Cúc kim tiền,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/cuc-kim-tien1.jpg
Cúc hoa vàng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/cuc-hoa-vang1.jpg
Cúc hoa trắng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/cuc-hoa-trang1.jpg
Cúc bạch nhật,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/cuc-bach-nhat3.jpg
Cúc áo hoa vàng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/cuc-ao-hoa-vang1.jpg
Cua đồng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/cua-dong2.jpg
Củ nêm,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/cu-nem1.jpg
Củ nâu trắng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/cu-nau-trang1.jpg
Củ nâu,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/cu-nau.jpg
Củ Năn,https://tracuuduoclieu.vn/wp-content/uploads/2021/06/cu-nang-3-360x350.jpg
Mâm xôi,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/rubus-alceaefolius-poir-mam-xoi-2-360x360.jpg
Lục lạc ba lá tròn,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/luc-lac-ba-la-tron3.jpg
Lúa,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/lua1.jpg
Lu lu đực,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/lu-lu-duc1.jpg
Lợn rừng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/lon-rugf1.jpg
Lợn,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/lon-2.jpg
Lốm đốm vàng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/lom-dom-vang-2.jpg
Lộc vừng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/loc-vung1.jpg
Lộc nhung (Nhung hươu),https://tracuuduoclieu.vn/wp-content/uploads/2018/04/loc-nhung-1.jpg
Lộc mại,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/loc-mai1.jpg
Lộc giác,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/loc-giac.jpg
Lô hội,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/lo-hoi1.jpg
Lỗ địa cúc,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/lo-dia-cuc-3-360x360.jpg
Lô cam thạch,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/lo-cam-thach2.jpg
Long nha thảo,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/long-nha-thao1.jpg
Long não,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/long-nao2.jpg
Long đởm thảo,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/long-domthao1.jpg
Long duyên hương,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/long-duyen-huong1.jpg
Lim,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/lim1.jpg
Kẹo mạch nha,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/keo-mach-nha-360x339.png
Hoàng nàn,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/hoang-nan.jpg
Củ mài gừng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/cu-mai-gung1.jpg
Củ dó đất,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/cu-gio-dat1.jpg
Củ Gió,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/cu-gio1.jpg
Củ Đậu,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/cu-dau2.jpg
Củ dòm,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/stephania-dielsiana-y-1-360x360.jpg
Củ chóc,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/cu-choc1.jpg
Củ ấu,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/cu-au3.jpg
Cơm Rượu,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/com-ruou1.jpg
Liễu,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/lieu1-1.jpg
Cơm nếp,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/tarphochlamys-affinis-griff-360x360.jpg
Liên kiều,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/lien-kieu1.jpg
Cơm cháy,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/com-chay1.jpg
Cơi,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/coi1.jpg
Lệ dương,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/le-duong1.jpg
Cốt khi thân tím,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/cot-khi-than-tim.jpg
Cốt toái bổ,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/cot-toai-bo1.jpg
Cốt khí muồng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/cot-khi-muong1.jpg
Lẻ bạn,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/cay-le-ban-1-360x360.jpg
Cốt khí củ,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/cot-khi-cu1.jpg
Cốt cắn,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/cot-can1.jpg
Lấu,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/lau1.jpg
Côn bố,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/con-bo2.jpg
Lão quan thảo,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/geranium-nepalense-lao-quan-thao-360x360.jpg
Cối xay,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/coi-xay1.jpg
Lành ngạnh,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/lanh-nganh1.jpg
Cổ Giải,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/co-giai.jpg
Cổ bình,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/co-binh1.jpg
Lanh,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/lanh3.jpg
Lan điền,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/lan-dien1.jpg
Lạc tiên,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/lac-tien1.jpg
Lạc,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/lac1.jpg
Lá tiết dê,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/la-tiet-de1.jpg
Lá ngón,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/la-ngon1.jpg
Móng tay,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/mong-tay.jpg
Lá lốt,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/las-lot1.jpg
La hán,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/la-han1.jpg
Lá giang,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/la-giang2.jpg
Rắn,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/ran1.jpg
Lá dứa,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/la-dua1.jpg
Lá dong,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/la-dong1.jpg
Cóc,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/coc1.jpg
Lá diễn,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/la-dien1.jpg
Cóc mẳn,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/coc-man1-1.jpg
Cóc kèn,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/coc-ken1.jpg
Kỳ đà,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/ky-da1.jpg
Cỏ xước,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/co-xuoc1.jpg
Khinh phấn,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/kinh-phan1.jpg
Cỏ tỹ gà,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/co-ty-ga1.jpg
Cỏ trói gà,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/co-troi-ga1.jpg
Cỏ tranh,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/co-tranh1.jpg
Cỏ tím,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/co-tim1.jpg
Cỏ thiên thảo,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/co-thien-thao1.jpg
Cỏ thi,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/co-thi.jpg
Cỏ tháp bút,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/co-thap-but.jpg
Cỏ tai hùm,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/co-tai-hum1.jpg
Cỏ Sữa Lá Nhỏ,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/co-sua-la-nho.jpg
Cỏ sữa lá to,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/co-sua-la-to1.jpg
Cỏ roi ngựa,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/co-roi-ngua1.jpg
Cỏ nhọ nồi,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/co-nho-noi1.jpg
Cỏ ngọt,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/co-ngot1.jpg
Cỏ nến,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/co-nen1.jpg
Cỏ mật gấu,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/co-mat-gau1.jpg
Dầu giun,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/dau-giun3.jpg
Kinh giới núi,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/kinh-gioi-nui-3.jpg
Kinh giới,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/kinh-gioi3.jpg
Kim vàng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/kim-vang1.jpg
Mật gấu (Kim thất tai),https://tracuuduoclieu.vn/wp-content/uploads/2018/04/vernonia-amygdalina-kim-that-tai-1-360x354.jpg
Kim sương,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/kim-suong1.jpg
Kim ngân rừng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/kim-ngan-rung1.jpg
Kim ngân dại,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/lonicera-dasystyla_3859-1-360x360.jpg
Kim ngân,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/kim-ngan1.jpg
Kim anh,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/kim-anh1.jpg
Kiến kỳ nam,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/kien-ky-nam1.jpg
Kiệu,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/kieu2.jpg
Khương hoạt,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/khuong-hoat1.jpg
Khúng khéng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/khung-kheng1.jpg
Khúc khắc,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/khuc-khac1.jpg
Khôi,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/khoi1.jpg
Cây khổ sâm cho rễ,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/cay-ks-re1.jpg
Khổ Sâm cho lá,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/cay-kho-sam-cho-la1.jpg
Khô mộc,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/kho-moc1.jpg
Cỏ mật,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/co-mat1.jpg
Cỏ mần trầu,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/co-man-trau1.jpg
Cỏ may,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/co-may1.jpg
Cọ lùn – mô tả đặc điểm và công dụng nổi bật,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/co-lun1.jpg
Co lim,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/co-lim1.jpg
Cỏ lào,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/co-lao1.jpg
Cỏ lá tre,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/co-la-tre1.jpg
Cò ke,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/co-ke1.jpg
Cỏ hôi,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/co-hoi1.jpg
Cỏ gừng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/co-gung1.jpg
Cỏ gà,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/co_ga-360x360.jpg
Cỏ dùi trống,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/co_dui_trong-360x339.jpg
Cỏ diệt ruồi,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/co-diet-ruoi1.jpg
Cỏ chửa,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/co-chua-2-360x341.jpg
Cỏ chỉ,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/co-chi1.jpg
Cỏ chân vịt,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/co-chan-vit.jpg
Cỏ bờm ngựa,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/co-bom-ngua1.jpg
Cỏ bợ,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/co-bo.jpg
Cỏ ban,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/cay_co_ban-360x339.jpg
Cỏ bạc đầu,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/co-bac-dau1.jpg
Chút chít,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/rumex-crispus-360x320.jpg
Chuột đồng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/chuot-dong3.jpg
Chuối tiêu,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/chuoi-tieu1.jpg
Chuối rừng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/chuoi-rung-dltl1.jpg
Chuối hột,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/chuoi-hot-dltl1.jpg
Chuối hoa sen,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/chuoi-hoa-sen-dltl1.jpg
Chùm ruột,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/chum-ruot-dltl1.jpg
Chua ngút hoa ngọn,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/chua-chut-hoa-ngon-duoc-lieu-tue-linh-1.jpg
Chua Ngút,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/chua-chut-duoc-lieu-tue-linh-1.jpg
Chua me lá me,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/chua-me-la-me-duoc-lieu-tue-linh-1.jpg
Chua me hoa đỏ,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/cay20chua20me20dat20hoa20do-360x337.jpg
Hươu nai,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/huou-nai-dltl1.jpg
Hương phụ,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/huong-phu-dltl1.jpg
Hương nhu trắng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/huong-nhu-trang-3-360x331.jpg
Hương nhu tía,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/huong-nhu-tia-dltl1.jpg
Hương lâu,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/huong-bai-dltl2-1.jpg
Hướng dương,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/huong-duong-dltl1.jpg
Hương bài,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/huong-bai-2-360x360.jpg
Huyết lình,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/huyet-linh-dltl1.jpg
Huyết kiệt,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/huyet-kiet-360x360.jpg
Huyết giác,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/huyet-giac-dltl1.jpg
Cây huyết dụ,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/huyet-du-dltl1.jpg
Huyền sâm,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/huyen-sam-dltl1.jpg
Huyền hồ,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/huyen-ho-dltl1.jpg
Hùng hoàng và thư hoàng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/hung-hoang-va-thu-hoang-duoc-lieu-tue-linh-1.jpg
Húng giổi,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/hung-gioi-duoc-lieu-tue-linh-1.jpg
Hublong,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/hublong-duoc-lieu-tue-linh-1.jpg
Khoản đông hoa,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/khoan-dong-hoa-duoc-lieu-tue-linh-1.jpg
Khoai tây,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/khoai-tay-duoc-lieu-tue-linh-1.jpg
Khoai sọ,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/khoai-so-duoc-lieu-tue-linh-1.jpg
Khoai nưa,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/khoai-nua-duoc-lieu-tue-linh-1.jpg
Khoai lang,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/khoai-lang-duoc-lieu-tue-linh-3.jpg
Khiên ngưu,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/khien-nguu-duoc-lieu-tue-linh-3.jpg
Khiếm thực,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/khiem-thuc-duoc-lieu-tue-linh1.jpg
Khỉ,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/khi-duoc-lieu-tue-linh-1.jpg
Chua me đất hoa vàng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/chua-me-dat-hoa-vang-360x337.jpg
Khế rừng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/khe-rung-duoc-lieu-tue-linh-1.jpg
Chùa dù,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/chua-du-duoc-lieu-tue-linh-3.jpg
Chu sa thần sa,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/chu-sa-360x326.gif
Khế,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/khe-duoc-lieu-tue-linh-1.jpg
Chổi xuể,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/choi-xue-duoc-lieu-tue-linh-2.jpg
Kha tử,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/kha-tu-duoc-lieu-tue-linh-3.jpg
Chóc Gai,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/choc-gai-360x326.jpg
Kê nội kim,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/ke-noi-kim-duoc-lieu-tue-linh-1.jpg
Chó,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/cho-duoc-lieu-tue-linh-3.jpg
Chim sẻ,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/chim-se-360x326.jpg
Keo nước  hoa,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/keo-nuoc-hoa-duoc-lieu-tue-linh-1.jpg
Chim Cút,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/chim-cut-duoc-lieu-tue-linh-2.jpg
Keo dậu,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/keo-dau-duoc-lieu-tue-linh-1.jpg
Chiêu liêu,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/cay20chieu20lieu20nghe-360x337.jpg
Ké đầu ngựa,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/ke-dau-ngua-duoc-lieu-tue-linh-3.jpg
Chiên chiến,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/chien-chien-duoc-lieu-tue-linh-1.jpg
Ké hoa vàng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/ke-hoa-vang-duoc-lieu-tue-linh-3.jpg
Ké hoa đào,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/ke-hoa-dao-duoc-lieu-tue-linh-1.jpg
Chỉ xác,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/chi-xac-duoc-lieu-tue-linh-1.jpg
Ích mẫu,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/ch-mau-duoc-lieu-tue-linh-3.jpg
Hy thiêm,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/hy-thiem-duoc-lieu-tue-linh-3.jpg
Chỉ thiên,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/chi-thien-duoc-lieu-tue-linh-1.jpg
Hy kiểm,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/hy-kiem-duoc-lieu-tue-linh-1.jpg
Chẹo,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/cheo-duoc-lieu-tue-linh-3.jpg
Chè vằng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/che-vang-duoc-lieu-tue-linh-3.jpg
Chè rừng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/che-rung-duoc-lieu-tue-linh-1.jpg
Chè dây,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/che-day-1-360x300.jpg
Chè xanh,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/che-duoc-lieu-tue-linh-1.jpg
Chè bông,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/cay20che20bc3b4ng-360x360.jpg
Châu thụ,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/chau_thu-360x338.jpg
Chân rết,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/chan-ret-duoc-lieu-tue-linh-3.jpg
Chân Danh,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/cay20chan20danh20ta20lon-360x337.jpg
Chân bầu,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/chan-bau-duoc-lieu-tue-linh-3.jpg
Chay bắc bộ,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/chay-bac-bo-duoc-lieu-tue-linh-1.jpg
Châu Chấu,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/chau-chau-duoc-lieu-tue-linh-3.jpg
Chành rành,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/cay20chanh20ranh2-360x337.jpg
Chanh,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/chanh-duoc-lieu-tue-linh-1.jpg
Chàm mèo,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/cham-meo-duoc-lieu-tue-linh-1.jpg
Chàm lá nhỏ,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/cham-la-nho-duoc-lieu-tue-linh-1.jpg
Xương bồ,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/xuong-bo-duoc-lieu-tue-linh-1.jpg
Xộp,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/xop-duoc-lieu-tue-linh-1.jpg
Xoay,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/cay20xay202-360x337.jpg
Vai,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/cay20vai202-360x297.jpg
Tơ hồng (Thỏ ty tử),https://tracuuduoclieu.vn/wp-content/uploads/2018/04/to-hong-duoc-lieu-tue-linh-1.jpg
Tích dương,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/tich-duong-duoc-lieu-tue-linh-3.jpg
Hu đay,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/hu-day-2-360x269.jpg
Hồng xiêm,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/hong-xiem-duoc-lieu-tue-linh-3.jpg
Hồng hoa,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/hong-hoa-360x286.jpg
Hồng đằng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/hong-dang-duoc-lieu-tue-linh-1.jpg
Hồng bì,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/hong-bi-duoc-lieu-tue-linh-3.jpg
Hồng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/hong-duoc-lieu-tue-linh-2.jpg
Hồi nước,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/hoi-nuoc-duoc-lieu-tue-linh-3.jpg
Hồi núi,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/hoi-nui-duoc-lieu-tue-linh-1.jpg
Hồi đầu thảo,https://tracuuduoclieu.vn/wp-content/uploads/2020/11/hoi-dau-thao-360x360.jpg
Hồi,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/hoi-duoc-lieu-tue-linh-3.jpg
Hổ vĩ mép vàng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/luoi-ho-2-360x321.jpg
Hổ vĩ,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/ho-vi-duoc-lieu-tue-linh-3.jpg
Hồ tiêu,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/ho-tieu-duoc-lieu-tue-linh-1.jpg
Hổ phách,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/ho-phach-duoc-lieu-tue-linh-1.jpg
Hổ nhĩ thảo,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/ho-nhi-thao-duoc-lieu-tue-linh-3.jpg
Hồ Đào,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/ho-dao-duoc-lieu-tue-linh-1.jpg
Hổ,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/ho-duoc-lieu-tue-linh-1-360x336.jpg
Hòe biển,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/hoe-bien-duoc-lieu-tue-linh-1.jpg
Hoạt thạch,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/hoat-thach-duoc-lieu-tue-linh-3.jpg
Hoàng tinh hoa trắng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/hoang-tinh-hoa-trang-duoc-lieu-tue-linh-3.jpg
Hoàng liên ô rô,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/hoang-lien-o-ro-duoc-lieu-tue-linh-2.jpg
Hoàng liên gai,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/berberis-wallichiana-hoang-lien-gai-360x360.jpg
Hoàng liên,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/hoang-lien-duoc-lieu-tue-linh-3.jpg
Hoàng kinh,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/hoang-kinh-duoc-lieu-tue-linh-2.jpg
Hoắc hương núi,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/hoac-huong-nui-duoc-lieu-tue-linh-2.jpg
Hoàng đằng chân vịt,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/hoang-dang-chan-vit-duoc-lieu-tue-linh-3.jpg
Hoàng đằng,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/hoang-dang-duoc-lieu-tue-linh-3.jpg
Hoàng đàn,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/hoang-dan-duoc-lieu-tue-linh-1.jpg
Hoàng cầm,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/hoang-cam-1-360x340.jpg
Hoàng bá,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/hoang-ba-duoc-lieu-tue-linh-3.jpg
Hoa sen,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/hoa-sen-duoc-lieu-tue-linh-3.jpg
Thổ cao ly sâm,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/tho-cao-ly-sam-duoc-lieu-tue-linh-3.jpg
Thì là,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/thi-la-duoc-lieu-tue-linh-3.jpg
Cây Thị,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/thi-duoc-lieu-tue-linh-2.jpg
Cây thằn lằn,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/cay20than20lan202-360x299.jpg
